Price,Hostel No.,Occupancy,Room Size,Floor
1478.0,3,3,1119,4
1080.0,3,2,1010,3
910.0,3,2,957,4
880.0,1,2,923,2
1650.0,1,1,626,4
,1,1,614,8
,2,4,1218,5
4740.0,1,1,674,7
1372.0,2,2,992,4
,3,2,1156,7
,2,1,732,8
,1,1,586,6
1750.0,2,2,1095,4
1040.0,2,3,1017,1
846.0,2,2,1179,3
1998.0,1,2,805,1
4000.0,3,2,1121,7
,2,1,641,5
,2,2,1059,5
1200.0,2,3,1273,4
1150.0,2,1,755,3
1830.0,1,2,859,1
,3,3,1211,5
1600.0,2,2,1054,3
,2,3,1390,6
1780.0,2,1,723,1
,3,2,1013,7
,2,2,1117,6
1900.0,1,2,855,4
1430.0,3,1,673,3
1830.0,3,2,1015,2
1600.0,3,1,707,1
4020.0,1,1,726,6
,1,3,1205,7
1590.0,3,2,1062,4
,3,1,743,5
,1,2,820,8
790.0,1,3,1140,2
6130.0,2,2,909,6
1251.0,3,1,628,3
,3,1,641,6
1290.0,2,1,726,2
,2,2,904,6
1900.0,3,2,911,2
,2,1,720,6
3760.0,1,2,966,8
2964.0,2,2,974,7
4210.0,1,1,533,5
1050.0,2,1,712,4
1170.0,1,3,1114,3
660.0,3,4,1398,3
3050.0,2,1,760,6
650.0,2,3,1091,1
640.0,2,4,1405,4
1484.0,2,2,1075,3
,1,2,899,5
2800.0,2,1,615,5
1300.0,1,2,844,2
1340.0,2,1,742,1
4500.0,1,2,819,5
1667.0,3,2,1076,4
,3,1,639,6
2000.0,3,1,690,2
1740.0,3,3,1207,4
1670.0,2,2,1054,3
1162.0,3,2,1108,1
1448.0,2,2,1197,4
940.0,2,4,1440,2
1530.0,2,2,1126,4
,2,1,613,5
1340.0,2,3,1061,1
1876.0,3,2,1197,3
1880.0,2,2,1064,3
1620.0,3,2,997,2
871.0,1,2,849,3
1390.0,2,1,698,4
1240.0,3,2,1021,4
,1,1,615,6
,1,2,964,6
2350.0,2,1,605,2
,2,1,686,7
1250.0,3,2,1157,1
,3,1,674,7
1762.0,2,2,1164,4
4900.0,2,1,675,5
,3,3,1080,6
1540.0,3,2,1156,1
,1,2,851,7
1670.0,1,2,887,3
1250.0,1,2,827,3
,1,1,657,5
1270.0,2,2,944,3
4820.0,2,3,1255,5
1424.0,3,2,932,3
,3,1,678,7
752.0,1,2,830,2
,1,1,704,8
1780.0,3,2,1116,3
1817.0,1,2,889,1
2220.0,2,1,709,1
2200.0,2,3,1240,1
2440.0,2,3,1237,1
1810.0,3,1,759,3
1344.0,2,3,1016,2
3000.0,2,1,798,5
1076.0,3,2,905,4
1310.0,3,2,1079,3
1200.0,2,2,1046,1
1033.0,1,2,810,2
1080.0,2,2,949,1
1802.0,3,2,1152,2
1470.0,1,2,995,2
3070.0,2,2,1093,8
2630.0,2,2,1136,5
980.0,2,2,1000,2
1210.0,3,3,1237,4
,2,3,1399,8
1170.0,2,3,1007,1
1780.0,3,2,910,2
,2,2,1116,8
1530.0,1,3,1121,3
3234.0,2,2,927,6
1722.0,1,1,743,3
5600.0,2,1,760,8
1700.0,1,2,954,2
2064.0,3,2,946,2
,2,2,1166,7
1760.0,3,3,1310,2
820.0,3,3,1240,1
1405.0,2,3,1296,2
2960.0,1,1,556,7
1150.0,1,3,1132,3
1160.0,3,3,1232,3
,1,1,529,5
1662.0,1,3,1226,1
,2,1,608,8
,2,2,1184,8
1595.0,1,3,1159,2
2520.0,1,1,565,7
1454.0,3,3,1347,2
1180.0,1,2,859,2
1100.0,3,2,989,2
1440.0,3,2,1077,4
660.0,2,3,1262,2
2010.0,1,1,589,5
1490.0,3,2,919,2
,1,3,1241,8
2300.0,1,2,894,5
1620.0,2,1,619,3
1174.0,2,3,1389,1
960.0,3,4,1464,4
4880.0,1,2,827,7
1082.0,3,3,1337,2
911.0,1,2,981,1
,3,2,1031,7
,2,3,1126,6
1620.0,3,3,1180,2
,3,1,773,6
1210.0,1,2,803,4
2252.0,3,3,1229,2
2000.0,3,1,789,1
1220.0,2,2,1151,2
1100.0,2,4,1600,3
4760.0,1,1,584,6
1550.0,3,3,1384,1
1020.0,2,2,1111,2
,3,4,1736,5
,1,2,920,7
1106.2,1,2,837,3
1484.0,2,2,1066,2
1275.0,3,1,617,2
,2,2,949,7
1202.0,2,3,1357,1
3300.0,2,1,627,5
920.0,1,3,1230,2
,3,2,989,5
1300.0,1,1,717,2
,1,3,1178,7
,2,3,1297,5
1232.0,1,2,975,3
,2,3,1029,7
4600.0,3,2,962,5
1462.0,1,2,925,2
1297.0,1,2,963,4
876.0,3,3,1178,1
900.0,2,4,1534,3
2210.0,1,1,554,5
1752.0,2,2,1181,2
3100.0,2,2,1071,7
1200.0,2,1,775,3
,3,2,1005,6
1560.0,2,2,1073,3
2150.0,3,2,1025,4
1418.0,3,3,1188,4
,2,3,1069,5
1520.0,2,1,724,1
,1,3,1244,7
,1,2,974,8
820.0,2,1,765,2
1400.0,3,4,1438,2
,2,3,1299,6
1272.0,3,2,1187,1
2500.0,2,2,966,5
1106.0,3,2,1050,4
,2,2,1193,7
2200.0,3,1,626,4
,1,4,1699,8
810.0,1,4,1550,1
1922.0,3,2,1028,4
1600.0,1,2,940,1
,3,2,1104,7
1380.0,3,2,1056,3
2600.0,1,1,607,8
,1,2,972,8
1880.0,1,2,858,3
,3,2,1134,5
,2,3,1159,8
,3,2,981,7
1180.0,2,3,1168,4
1934.0,1,2,906,2
1530.0,2,1,683,1
3782.0,1,2,893,5
1820.0,3,2,960,4
,2,2,998,8
1480.0,2,1,786,3
2690.0,2,2,1007,8
1050.0,3,1,760,1
,1,1,554,6
3100.0,1,3,1241,5
970.0,3,2,1102,2
2520.0,2,1,780,8
,1,1,742,5
2284.0,1,2,925,7
1100.0,2,1,657,2
,3,2,1081,8
1085.0,3,3,1187,4
2200.0,3,2,978,4
1922.0,2,3,1278,4
,1,1,563,6
1610.0,1,1,507,4
888.0,3,3,1114,4
2487.0,2,2,980,4
1630.0,3,2,1016,3
1030.0,1,3,1378,1
1380.0,1,2,872,1
,3,3,1187,5
1654.0,3,1,626,3
,3,1,739,5
,3,2,913,5
915.0,2,2,903,2
3100.0,2,1,678,7
1370.0,3,1,704,1
1004.0,2,3,1004,4
750.0,1,2,935,1
1470.0,1,1,699,2
2620.0,1,2,910,8
2520.0,3,2,964,8
,2,2,970,6
1480.0,3,2,931,2
852.0,1,4,1363,3
1143.5,3,3,1186,4
3600.0,1,1,716,7
1952.0,2,1,727,4
2264.0,3,2,1129,2
,1,1,604,6
3220.0,3,2,1198,8
840.0,3,3,1337,2
,2,2,1125,6
,1,2,801,6
,2,2,1058,5
,2,3,1293,5
,2,1,731,7
1530.0,1,3,1135,3
1065.0,1,3,1216,3
1032.0,3,1,761,4
,2,2,969,8
3240.0,1,2,800,5
,1,2,971,6
2940.0,2,2,908,8
2000.0,1,3,1076,7
978.0,3,2,1003,1
2562.0,3,1,765,8
,3,2,1065,7
,1,4,1370,8
5350.0,3,1,627,7
800.0,3,3,1104,1
,2,3,1194,6
,3,2,1001,5
1437.0,2,2,1185,3
1120.0,3,1,673,2
1340.0,3,2,1048,2
1060.0,1,1,723,1
1900.0,1,1,584,1
1915.0,2,1,629,1
1096.0,1,2,905,3
960.0,3,2,1019,2
4640.0,1,1,594,8
1714.0,2,3,1133,2
700.0,2,3,1380,2
1178.0,1,1,669,3
1420.0,2,1,675,4
,1,1,501,5
3180.0,1,1,712,5
3460.0,1,1,509,8
,2,1,795,6
644.0,2,4,1637,4
2420.0,1,2,862,6
3800.0,2,2,1049,6
1500.0,1,3,1048,1
2700.0,3,1,775,5
1544.0,1,2,800,4
1624.0,3,2,1155,3
2430.0,1,1,542,5
1210.0,1,2,852,4
944.0,3,2,992,2
1842.0,3,3,1285,3
612.0,2,3,1328,1
3920.0,1,2,821,8
684.0,3,2,1190,3
1500.0,3,2,1148,3
1514.0,2,2,988,2
1080.0,1,1,577,1
1650.0,2,2,1131,3
940.0,3,3,1380,2
,3,1,764,8
,3,2,1154,5
1660.0,1,1,566,2
1734.0,1,2,959,3
,1,2,977,5
1554.0,3,2,1179,4
,2,1,730,6
2400.0,3,1,688,2
,1,1,623,6
,2,2,905,5
1120.0,1,2,804,2
1140.0,1,1,508,1
2120.0,2,1,627,2
,1,3,1278,7
1980.0,2,3,1202,2
1234.0,2,3,1010,3
,3,2,1147,6
2360.0,3,3,1251,1
1890.0,1,1,720,4
1220.0,2,4,1702,2
1260.0,1,2,837,2
3060.0,2,2,1144,5
2474.0,1,1,639,7
3580.0,2,1,601,8
840.0,2,3,1309,1
802.0,2,4,1600,1
,1,2,927,7
,2,2,1097,5
1640.0,3,1,602,1
,2,1,760,7
1170.0,1,1,578,1
1422.0,3,3,1276,3
2060.0,2,2,904,3
1010.0,1,2,946,3
710.0,2,4,1503,3
1840.0,3,2,989,4
,3,1,706,8
1430.0,3,2,986,4
1860.0,3,2,1051,2
3150.0,2,1,745,6
2070.0,2,2,949,1
580.0,3,4,1492,4
1800.0,1,2,843,4
1040.0,1,2,934,2
1480.0,2,1,774,2
1240.0,3,2,1078,2
1410.0,1,1,574,2
,1,3,1159,5
1305.0,1,2,856,3
950.0,1,3,1109,4
1400.0,3,2,903,1
3302.0,2,2,1078,6
1516.0,3,2,1190,1
920.0,2,4,1518,1
,1,3,1357,7
1338.0,3,2,1176,2
860.0,2,2,1164,4
1670.0,1,1,711,2
2664.0,1,1,583,8
4080.0,3,1,753,5
1700.0,3,1,657,4
,2,3,1145,7
3530.0,3,2,904,7
856.0,3,2,1042,1
1164.0,3,2,1094,4
1500.0,1,3,1017,3
3200.0,1,1,628,6
1010.0,1,1,674,3
,3,2,1151,6
,2,3,1060,7
960.0,2,1,613,3
3300.0,2,1,753,6
1620.0,2,3,1335,2
3431.0,2,2,1177,6
1700.0,3,3,1267,2
870.0,1,1,615,3
2160.0,2,2,1074,3
,3,1,707,7
,3,3,1374,6
1240.0,2,2,1054,3
2430.0,2,1,664,3
2350.0,3,3,1201,4
2524.0,3,2,1139,7
1260.0,1,3,1224,1
2300.0,2,2,1179,1
2340.0,3,2,1117,3
2500.0,3,2,957,8
1240.0,3,3,1123,2
1070.0,3,1,784,4
870.0,1,2,942,3
,1,2,909,7
,1,1,657,7
1580.0,1,1,677,2
1500.0,2,3,1220,2
2410.0,2,2,1168,2
583.0,1,3,1043,3
1600.0,2,1,667,2
,1,1,522,6
3870.0,2,2,1048,8
1990.0,2,2,989,3
1400.0,2,2,963,2
3400.0,1,3,1014,6
2300.0,1,2,978,8
1100.0,2,2,1053,3
1570.0,1,2,867,2
2024.0,3,3,1158,1
2490.0,3,2,955,4
2900.0,1,2,843,5
3000.0,1,3,1015,8
,3,2,914,6
,2,3,1270,8
2320.0,2,2,1038,4
,3,3,1258,7
1200.0,3,3,1250,4
,3,1,690,6
1671.0,3,2,1179,2
1655.0,2,3,1129,4
,3,1,658,6
1274.0,1,2,848,3
1082.0,2,2,973,1
782.0,2,2,1041,1
1800.0,3,1,617,2
1660.0,3,1,726,4
1530.0,2,2,1150,2
1210.0,3,2,1027,2
766.0,3,2,1106,3
1630.0,3,1,615,4
990.0,2,3,1257,4
2800.0,3,1,726,5
2320.0,3,2,929,3
1054.0,2,3,1074,4
1202.0,3,2,1197,2
,3,2,1023,5
1442.0,2,3,1188,4
1330.0,3,3,1321,1
6060.0,2,1,638,7
2900.0,2,1,773,6
2410.0,3,1,710,2
,1,1,543,6
,2,3,1166,8
,3,2,1012,5
744.2,2,3,1202,3
1333.2,2,2,1124,2
1700.0,3,1,787,4
2150.0,3,2,906,1
,2,3,1037,6
1920.0,3,2,1191,2
2190.0,2,2,1006,1
4800.0,1,3,1181,7
2550.0,2,2,922,6
1540.0,2,1,782,3
3000.0,1,1,569,8
,2,1,769,6
1870.0,3,2,921,4
,1,2,923,8
2330.0,1,3,1003,7
,3,3,1282,5
1430.0,1,2,853,3
,3,2,1143,5
,2,4,1446,6
866.0,1,3,1346,4
1600.0,2,2,1140,3
,3,2,1056,5
1340.0,3,3,1299,4
1550.0,2,2,1070,4
3300.0,2,1,721,8
,3,1,729,8
1500.0,1,2,880,4
1632.0,3,2,1191,4
1080.0,2,3,1061,4
1840.0,1,2,949,4
1100.0,2,2,1161,3
1520.0,3,2,1033,1
1173.0,2,3,1138,2
1172.0,3,2,1079,4
1900.0,3,2,957,1
960.0,3,3,1370,1
2000.0,3,1,687,4
4550.0,2,1,644,8
,1,2,935,7
,2,2,974,5
,2,2,1156,5
2800.0,2,3,1247,5
2750.0,3,2,1030,6
1720.0,1,1,666,3
,3,1,646,5
2120.0,3,1,633,4
1170.0,2,2,936,4
1342.0,2,2,1068,2
,2,2,1097,5
761.0,3,2,1044,2
,1,1,550,8
910.0,3,3,1353,2
1900.0,3,2,1189,4
,2,1,709,7
2500.0,2,1,768,5
3600.0,1,1,544,8
3550.0,2,1,793,7
1610.0,3,1,612,2
920.0,2,1,686,3
1270.0,3,2,971,4
1280.0,2,2,1038,3
1752.0,2,2,1062,3
854.0,3,3,1298,3
,1,1,597,6
,1,1,544,5
1258.0,3,2,1189,2
2940.0,3,2,1075,6
1440.0,3,2,907,2
1405.0,2,1,733,4
1160.0,1,3,1284,4
880.0,3,3,1357,2
3875.0,2,1,731,7
2100.0,3,1,752,1
,2,1,691,6
1910.0,3,2,964,2
960.0,2,2,927,3
,2,2,1142,7
1364.0,3,3,1282,2
3630.0,2,1,616,6
1596.0,1,2,987,3
2520.0,2,3,1162,7
1420.0,3,3,1264,3
1630.0,2,2,1184,1
1222.0,3,2,1080,4
,2,2,908,6
,2,1,784,7
3420.0,2,2,1049,7
1220.0,1,3,1080,2
3040.0,1,1,513,8
2500.0,2,1,646,8
3390.0,1,1,724,7
1306.0,2,2,1083,3
1130.0,3,2,1015,2
580.0,2,4,1612,4
2220.0,3,3,1085,3
1802.0,1,2,982,4
11400.0,1,1,520,6
,3,2,1148,6
2210.0,1,3,1063,8
1410.0,3,2,923,4
1474.0,3,2,1190,4
2200.0,3,2,944,1
,2,2,1039,6
,2,4,1302,7
1266.0,2,2,981,2
2525.0,3,1,677,8
,1,2,983,6
,1,1,667,6
1900.0,1,2,895,4
1806.0,1,2,814,2
,2,1,603,5
1300.0,2,1,790,1
1000.0,3,3,1172,2
1960.0,2,2,982,3
,3,2,1022,6
1870.0,2,1,719,2
2050.0,2,3,1006,3
,2,1,790,6
1196.0,3,1,608,3
,2,4,1561,5
4130.0,1,2,840,5
2654.0,1,1,663,5
1442.0,1,4,1536,4
1327.0,3,2,1150,3
1600.0,2,2,942,3
2540.0,2,1,761,5
1180.0,3,3,1126,1
1242.0,2,2,909,1
570.0,2,4,1346,2
1001.0,3,4,1470,2
1520.0,3,1,740,1
,2,1,793,7
1564.0,1,2,853,1
1750.0,1,3,1238,4
7700.0,1,1,739,8
1800.0,2,1,624,3
,2,1,787,5
1832.0,3,3,1021,4
2200.0,3,1,791,4
1341.0,2,2,1114,4
,3,2,1108,8
,3,2,966,7
740.0,1,3,1137,3
,3,3,1139,8
523.0,1,3,1185,2
2142.0,3,2,1091,3
1460.0,2,2,905,4
1366.0,2,3,1282,3
,2,2,1066,5
,3,2,1061,5
1600.0,2,1,619,3
1580.0,2,3,1349,2
2400.0,2,2,984,1
3500.0,2,2,1133,6
1325.0,3,3,1289,1
886.0,1,2,919,2
3000.0,1,2,827,7
1060.0,3,1,657,3
960.0,1,3,1089,4
1356.0,3,2,954,1
,3,1,651,8
2160.0,1,2,834,7
,1,2,841,7
1404.0,3,2,1087,1
2475.0,2,2,1083,1
1140.0,3,2,1044,1
2620.0,1,2,927,8
1084.0,3,2,921,3
3150.0,3,1,700,8
1780.0,2,2,1158,3
1986.0,3,2,1141,1
1500.0,3,1,679,1
2744.0,1,1,614,5
1544.0,1,3,1148,1
1940.0,3,2,918,2
1340.0,3,1,708,3
,2,1,646,7
,2,1,688,5
1180.0,2,2,1002,4
4000.0,1,1,578,6
900.0,2,3,1125,2
2022.0,2,1,639,4
1075.0,2,3,1242,2
2224.0,3,1,648,1
870.0,2,2,1004,3
,2,2,952,8
,3,1,761,6
710.0,3,4,1623,2
2334.0,2,2,923,4
,2,2,934,5
1540.0,3,2,1115,1
,3,4,1465,6
2400.0,1,3,1288,8
,2,3,1055,8
1020.0,1,4,1425,4
,1,2,900,8
2600.0,2,1,731,5
1520.0,2,2,1021,1
,1,2,959,5
1482.0,3,2,999,2
,2,2,1028,7
1560.0,3,2,1109,1
,3,1,690,5
1538.0,3,1,718,2
1540.0,2,3,1207,3
1950.0,2,1,760,4
3960.0,1,1,711,8
1843.0,2,2,909,4
2620.0,3,3,1203,8
2360.0,1,3,1249,5
1392.0,2,2,975,3
1340.0,2,3,1381,2
,3,2,1109,7
,3,1,783,5
1400.0,2,2,1181,1
,2,2,1103,6
1200.0,1,2,877,3
796.0,1,2,988,3
1911.0,1,3,1130,4
,3,2,950,5
,1,3,1283,5
1762.0,1,2,812,1
2680.0,3,3,1151,7
2850.0,1,2,925,7
3430.0,3,1,628,7
1806.0,2,2,1115,2
1620.0,2,2,1049,4
1220.0,3,2,1057,3
2020.0,1,2,996,5
971.0,2,3,1110,1
1830.0,2,3,1264,4
1270.0,3,1,634,1
2612.0,1,1,536,5
,3,1,686,8
,3,1,797,7
,1,2,888,8
,3,2,928,7
940.0,2,2,974,2
,3,3,1336,5
1161.0,1,1,639,2
2430.0,3,2,1073,1
2960.0,2,2,1176,5
820.0,3,4,1397,2
1040.0,3,3,1164,1
2821.0,1,1,538,8
660.0,1,2,982,3
2170.0,3,1,784,2
1320.0,3,2,1073,3
3000.0,1,2,890,6
1240.0,3,3,1242,3
2804.0,2,3,1070,7
,1,2,909,5
1350.0,3,2,916,1
1681.0,1,3,1295,2
,3,2,1013,8
3800.0,3,2,1066,8
,3,3,1013,6
2600.0,3,2,1039,8
1280.0,2,3,1035,3
,3,2,1159,5
2750.0,3,2,1116,8
1262.0,2,3,1301,2
,2,2,944,8
4170.0,1,2,885,7
,1,3,1146,7
,2,3,1016,7
2560.0,2,1,733,8
3610.0,1,2,898,5
,3,2,995,5
1095.0,3,2,992,4
2660.0,2,2,1125,8
1940.0,2,2,1144,4
866.0,2,2,1053,2
2250.0,2,2,918,2
862.0,2,3,1052,2
,2,2,1147,7
5000.0,3,1,703,8
5470.0,1,1,631,7
3050.0,2,2,904,5
,3,2,1128,7
1740.0,1,2,814,3
2360.0,3,1,763,3
4430.0,1,2,845,7
1470.0,3,3,1180,1
1830.0,1,2,907,1
,2,2,1017,7
,2,3,1158,7
1300.0,2,3,1368,4
1030.0,2,4,1690,2
,1,3,1161,6
3810.0,2,1,671,7
1960.0,2,2,935,3
1900.0,1,2,918,3
1540.0,1,2,897,4
1940.0,3,2,950,2
1880.0,3,1,748,1
1700.0,2,2,1064,2
2200.0,1,2,964,5
,2,1,617,8
,1,1,623,8
876.0,3,4,1625,2
,3,2,927,6
854.0,3,1,762,3
,3,1,615,8
2830.0,2,2,1090,5
880.0,2,3,1192,2
1500.0,1,2,971,1
1920.0,2,1,791,1
1860.0,2,2,1146,1
1773.0,3,2,1043,2
,1,2,810,6
,1,2,860,8
1840.0,2,2,1112,2
,3,2,905,8
,3,2,1031,7
1010.0,3,3,1334,1
2105.0,3,3,1185,2
2260.0,2,2,1178,4
,2,2,1153,7
1030.0,3,2,933,3
1346.0,2,2,934,2
,2,1,752,8
672.0,2,3,1154,4
5000.0,3,2,1122,7
2280.0,3,2,956,1
3800.0,1,2,826,6
2400.0,3,2,1172,3
,3,2,993,5
1320.0,3,2,1029,2
1461.0,3,3,1126,1
1200.0,3,1,669,2
1720.0,3,1,675,3
,3,2,1000,8
4770.0,2,2,1031,7
691.0,1,4,1710,2
1150.0,2,2,905,4
1912.0,2,3,1381,2
,1,2,991,6
,1,2,874,5
2400.0,2,1,761,1
3400.0,1,2,999,6
1920.0,2,2,1163,2
1544.0,3,3,1278,1
3170.0,1,2,916,8
1420.0,3,2,1176,4
1620.0,3,2,1081,3
1280.0,1,2,901,3
2420.0,1,3,1209,8
2600.0,2,1,755,8
850.0,3,2,1113,3
2118.0,2,1,606,1
2142.0,2,2,917,3
2460.0,2,2,1043,4
3110.0,3,1,632,8
,2,2,904,7
2770.0,1,2,933,7
3930.0,1,1,718,6
1960.0,3,2,1153,4
1070.0,3,1,699,2
1480.0,1,2,859,1
1640.0,2,2,917,1
690.0,2,3,1322,4
1130.0,1,2,991,1
1860.0,2,2,1024,1
,3,4,1368,8
,1,1,723,8
2160.0,3,2,967,2
894.0,3,2,996,1
,2,3,1205,8
,1,2,860,8
1001.0,2,1,746,4
1240.0,1,2,873,2
1536.0,3,3,1104,2
2765.0,3,2,1138,8
1960.0,3,2,1100,3
1840.0,3,3,1099,1
1800.0,2,1,664,4
2204.0,1,3,1067,7
695.0,3,4,1535,3
760.0,1,3,1009,1
3950.0,3,2,1162,7
3200.0,2,2,1114,5
900.0,3,2,1053,4
1870.0,3,2,1067,3
840.0,2,3,1253,2
1520.0,3,1,767,1
2620.0,3,3,1359,7
1175.0,3,2,1013,1
2280.0,3,2,1148,2
3450.0,3,1,662,6
1930.0,3,2,956,2
1066.0,2,2,1076,1
1810.0,3,2,908,1
,2,1,680,7
2310.0,3,3,1345,4
,2,1,793,5
2240.0,1,1,616,7
2650.0,3,1,763,8
1320.0,2,1,607,2
1050.0,1,3,1278,1
,3,1,631,5
,3,1,752,6
2256.0,1,1,747,5
1824.0,3,2,935,3
2380.0,3,2,1066,2
,3,2,953,8
4520.0,2,1,753,5
2160.0,1,2,935,7
11000.0,3,1,658,5
2910.0,2,2,1105,6
,1,2,933,6
2790.0,2,1,629,6
,3,2,1166,7
2040.0,3,2,1131,3
1836.0,2,1,665,3
,2,2,1164,7
2780.0,2,2,1199,8
1780.0,3,2,915,4
1200.0,3,2,1145,4
2878.0,1,1,599,5
2960.0,2,2,979,7
3000.0,1,1,700,8
,2,1,619,7
2477.776,3,2,1087,1
,1,2,834,8
3050.0,2,2,1176,8
4440.0,3,1,606,6
3870.0,2,2,1083,7
1674.0,2,3,1007,1
2325.0,2,2,1169,1
1200.0,3,3,1380,3
2262.0,2,1,737,2
1370.0,2,3,1136,2
1110.0,2,2,1133,1
5500.0,1,2,805,6
,1,1,651,8
1650.0,2,2,1080,4
,3,3,1381,5
1050.0,3,1,704,4
1485.0,3,3,1263,3
1072.0,1,1,591,2
,2,1,694,6
,3,2,1051,8
583.0,1,4,1332,1
,2,2,997,8
1602.0,2,1,792,3
1250.0,3,3,1282,4
,1,2,823,6
1594.0,1,2,947,4
1400.0,1,2,921,3
1860.0,1,1,721,4
2660.0,2,1,741,5
,2,2,1126,5
1490.0,2,1,726,2
,1,2,979,8
2580.0,2,1,658,6
948.0,1,3,1336,1
1833.0,2,1,670,1
1262.0,3,2,1196,4
1140.0,2,2,904,2
1840.0,1,3,1350,3
3000.0,2,1,721,8
2305.0,1,2,960,5
3100.0,2,2,900,7
4220.0,2,2,999,6
843.0,2,2,916,3
1640.0,2,3,1076,2
2700.0,2,2,993,8
,1,1,704,7
1800.0,1,2,903,1
1518.0,1,1,675,3
,2,2,1195,6
1202.0,2,2,1121,2
1174.0,1,3,1390,1
1030.0,3,3,1189,3
1200.0,1,2,935,2
,1,2,936,5
,3,3,1363,8
,2,1,651,6
882.0,3,2,1055,2
1340.0,1,3,1032,4
840.0,1,3,1246,1
1565.0,2,1,640,3
1485.0,1,2,923,3
,1,2,923,5
1300.0,2,2,1015,4
1160.0,2,1,600,3
1486.0,2,2,1018,1
1496.0,3,1,628,3
1402.0,3,2,1059,4
1796.0,2,3,1023,3
1460.0,3,3,1339,4
850.0,2,2,915,2
,3,3,1107,8
1127.0,2,2,968,3
1530.0,2,3,1349,4
602.0,2,4,1668,1
2240.0,3,2,1034,2
824.0,1,3,1049,4
560.0,2,4,1509,2
1472.0,3,3,1159,4
3020.0,1,2,978,5
700.0,3,4,1518,1
1050.0,1,2,893,2
1420.0,1,3,1137,2
1550.0,3,2,924,3
,3,2,949,5
1210.0,3,3,1077,4
1832.0,2,2,1067,2
1860.0,3,1,656,3
3150.0,2,1,609,7
1432.0,1,2,912,2
2030.0,2,4,1546,2
1764.0,2,2,1159,2
2362.0,2,1,637,3
,1,3,1100,5
,2,3,1395,6
1682.0,3,2,1118,3
1570.0,3,2,1024,1
,2,2,1139,7
742.0,1,2,854,2
1704.0,1,2,800,1
2020.0,1,3,1364,7
700.0,3,4,1643,4
1072.0,3,3,1193,3
803.0,2,2,1053,3
2540.0,2,1,757,6
4050.0,1,2,805,5
3060.0,3,1,785,7
1570.0,2,2,1110,4
1492.0,3,1,688,3
2500.0,2,1,616,5
1300.0,2,2,980,2
2642.0,3,1,695,5
1220.0,3,3,1071,3
,3,2,1011,7
1450.0,2,2,1022,3
1280.0,3,3,1241,3
770.0,3,3,1032,2
,1,1,592,5
2702.0,2,1,742,5
1536.0,3,3,1323,4
630.0,3,4,1661,4
756.0,3,2,1017,2
,2,2,1051,7
760.0,2,2,1122,3
4200.0,1,1,746,7
2802.0,2,1,760,8
1420.0,3,2,1039,1
1320.0,2,1,638,1
672.0,1,2,839,3
4500.0,2,1,798,8
1280.0,1,3,1048,3
2550.0,3,2,1064,7
1348.0,3,1,779,3
,2,3,1293,8
2860.0,2,2,1146,6
2200.0,3,2,1156,4
2260.0,2,2,1168,3
1602.0,1,2,958,3
,3,1,768,7
3540.0,2,2,1029,7
1122.0,3,1,772,2
1810.0,3,2,938,3
1370.0,2,1,703,4
2008.0,2,1,631,1
3200.0,2,1,780,7
2145.0,3,2,918,2
1864.0,2,2,912,3
493.0,2,2,916,3
1090.0,2,3,1133,1
1840.0,1,2,838,3
,3,3,1215,6
950.0,2,3,1373,4
,1,2,953,7
,2,1,746,8
7800.0,3,1,763,5
1370.0,2,2,1089,2
,1,2,850,6
2400.0,1,3,1286,5
,1,3,1099,7
,3,1,701,8
2440.0,3,1,738,1
1260.0,2,2,1040,1
2060.0,3,1,716,2
2311.0,3,2,1193,4
1300.0,3,3,1200,2
1940.0,3,2,1080,3
1260.0,3,1,754,3
2660.0,1,2,889,8
1970.0,2,1,612,3
,1,1,623,8
1780.0,3,1,739,3
1280.0,2,4,1310,2
,2,3,1024,5
,2,2,1190,7
1712.0,1,1,744,2
975.0,2,3,1368,3
6500.0,1,2,894,7
1546.0,2,1,639,1
,1,1,503,5
,1,2,944,8
,1,1,742,8
858.0,2,3,1220,4
1020.0,2,1,607,1
,3,2,931,7
4920.0,3,1,670,8
,2,1,650,6
2500.0,2,1,646,8
,2,2,1046,5
2948.0,2,2,935,6
,3,3,1004,6
480.0,1,4,1741,1
1860.0,2,2,1145,3
1055.0,2,4,1461,4
,1,1,643,6
1260.0,2,1,643,4
,2,2,973,6
,1,1,614,6
1000.0,2,1,758,4
1740.0,1,2,964,3
880.0,2,3,1153,3
1980.0,3,2,1157,3
1060.0,3,2,1060,1
1100.0,2,3,1162,2
,3,2,1142,8
1700.0,2,2,1072,2
2180.0,1,2,808,7
2000.0,1,1,646,6
,1,3,1033,6
1820.0,3,3,1272,3
1660.0,3,1,755,4
1440.0,3,3,1273,2
1450.0,3,2,1019,2
3400.0,3,2,1150,8
,3,2,1062,5
,2,2,1019,7
1440.0,2,2,1104,3
920.0,1,3,1139,4
1831.0,1,3,1341,2
1330.0,1,2,838,4
1180.0,3,3,1092,3
,3,1,737,5
1344.0,3,1,636,4
1181.0,2,2,958,1
1834.0,2,1,767,3
4400.0,2,3,1050,6
2820.0,1,2,823,5
1740.0,3,2,995,4
2180.0,2,1,680,2
1800.0,3,1,614,4
740.0,3,4,1712,4
,2,3,1302,5
1020.0,3,1,652,1
2240.0,1,3,1084,7
3000.0,3,2,979,5
5436.0,2,1,786,8
,2,2,1185,6
